Qualifications,Employment_Type,Age,City,State,Pincode,Gender,Product_Code,Loan_Amount,LTV,Resident_Type,Net_salary,Final_Tier,Make_Code,Model_Description,Model_Variant,PAST_LOANS_ACTIVE,Decision
OTHERS,AGR,51,Ipariguda,OR,764043,Male,MC,96669,64.05,O,40000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SEP,36,Magra,WB,712148,Female,SC,94650,84.96,O,35000,07 Rural,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,NO_PAST_LOANS,APPROVED
UG,AGR,54,Krasha,UP,271123,Male,MC,112476,76.7,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
UG,SEP,31,Vadachennimalai,TN,636121,Female,MO,72500,91.77,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,46,Rajarhat,WB,700135,Male,MO,46845,58.78,O,24000,04 Metro,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
SSC,SEP,28,Nanpara,UP,271865,Male,MC,124731,82.33,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,25,Madanpur Araria,BR,854333,Male,MC,82177,70.54,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,42,Santhanuthalapadu,AP,523225,Male,MC,93998,86.71,O,25000,07 Rural,RADEON,TVS RADEON BSVI DIGI DISC DUAL TONE,RADEON,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,34,Supaul,BR,852131,Male,SC,100847,85.79,O,40000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,54,Seetharamapalayam,TN,637209,Male,SC,92053,78.68,O,60000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,35,Jewer,UP,202399,Male,MO,65129,89.07,O,34000,05 Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,AGR,27,Jhunjhunu,RJ,333001,Male,MC,63170,41.03,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,33,Namakkal,TN,637001,Male,SC,105549,86.52,O,31000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,33,Mullur,TN,636203,Female,MO,72170,91.35,O,28000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,28,Den,OR,766111,Male,MC,81088,67.86,O,25600,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,AGR,41,Banganmura,OR,767040,Female,MC,83585,68.29,O,30000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,SEP,21,Araria,BR,854311,Male,MC,59404,39.11,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,49,Akbarpur (KD),UP,209101,Male,MO,43817,60.04,O,19200,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,39,Raja J.N.Market,WB,700023,Female,SC,94925,81.13,O,35000,02 Megapolis (B),NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,27,Maharani Pachchhim,UP,222303,Male,MC,112343,68.68,O,32000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,23,Canning Town Ferry Ghat,WB,743329,Male,MC,102166,85.14,O,24000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
SSC,SAL,43,Siyana,UP,245403,Male,MC,76793,89.84,O,32000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
OTHERS,SAL,53,Meerut City,UP,250002,Male,MC,122499,78.14,O,45000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,23,Jasra,UP,212107,Male,MC,106200,64.95,O,28000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,SAL,31,Bagayam,TN,632002,Female,SC,87676,90.3,O,28000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,22,Mallawan,UP,241303,Male,MO,62009,85.01,O,25000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,AGR,50,Attabira,OR,768027,Male,SC,92431,84.67,O,20000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,24,Koraput,OR,764020,Male,MO,61123,80.74,R,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,27,Meerut City,UP,250002,Male,SC,72360,61.06,O,35000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,34,Meja,UP,212302,Male,MO,61249,83.92,O,28000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,DECLINED
PG,SAL,42,Karaikurichi ,TN,637014,Male,SC,105553,86.52,O,50000,06 Semi-Urban,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,30,Plassey,WB,741156,Female,SC,60132,52.52,O,26000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
PG,SEP,26,Kakdwip,WB,743347,Male,MC,105324,80.9,O,20000,06 Semi-Urban,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,SEP,36,Patti,UP,230135,Male,MC,106780,92.45,O,30000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,SEP,53,Karjain Bazar,BR,852215,Female,MC,124142,81.72,O,28000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,21,Chilwaria,UP,271870,Male,MC,55597,75,O,32000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
OTHERS,SAL,21,Meerut Cantt,UP,250001,Male,MC,101250,80.42,O,35000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,SEP,24,Siyana,UP,245401,Female,MC,72647,85.47,O,27000,06 Semi-Urban,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
OTHERS,SAL,59,Ambur Bazaar,TN,635802,Male,SC,116910,90.28,O,30000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,48,Waidhan,MP,486886,Male,MC,112445,85.76,O,25000,05 Urban,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SEP,43,Barkat Nagar,RJ,302015,Male,MO,43000,67.8,O,40000,06 Semi-Urban,MOPEDS,TVS XL 100 COM KS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,42,Vengal,TN,601103,Female,SC,101532,87.26,O,29000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,20,Guindy North,TN,600015,Male,SC,99974,78.23,R,27000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,27,D M Road,UP,226020,Male,MC,100723,84.63,O,35000,05 Urban,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,SAL,31,Dindori ,MP,481880,Female,SC,54848,51.79,O,25000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,26,Meerut Cantt,UP,250001,Male,MC,142435,91.51,O,45000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,DECLINED
OTHERS,SAL,24,Meerut Cantt,UP,250001,Male,SC,94271,90.35,O,35000,07 Rural,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
UG,SEP,22,Gulabbagh,BR,854326,Male,MC,103687,86.35,O,59000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
PG,SEP,33,Tambaram,TN,600045,Female,SC,80987,84.71,O,25000,05 Urban,ZEST,SCOOTY ZEST - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,43,Pappireddipatti,TN,636905,Female,SC,61732,64.57,O,30000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,30,Ikkadu,TN,602021,Male,SC,109239,96.14,O,95000,06 Semi-Urban,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,28,Kamlapur Sitapur,UP,261302,Male,MO,61934,84.96,O,38000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,40,Ambattur,TN,600053,Female,SC,109373,93.82,R,35000,04 Metro,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
PG,SEP,34,Safipur,UP,241504,Male,MO,61951,84.89,O,25000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,SAL,19,Plassey,WB,741156,Female,SC,98834,84.47,O,30000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,41,Sekmai,MN,795136,Male,MO,59251,78.24,O,40000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,34,Naml,MN,795134,Male,SC,89307,74.98,O,35000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,20,Banadevi Patna,OR,761104,Male,MC,104350,81.45,O,25000,06 Semi-Urban,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,SEP,51,Badakhani,OR,761015,Male,MC,105165,72.43,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
GRAD,SAL,22,Raikia,OR,762101,Male,SC,74635,62.98,O,35000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
PG,SAL,38,C V Raman Nagar,KA,560093,Male,SC,90883,74.73,R,50000,02 Megapolis (B),NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,46,Jigani,KA,560105,Male,SC,98463,80.97,R,30000,02 Megapolis (B),NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,56,Hinjilicut,OR,761102,Male,MO,67150,85.53,O,29000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,49,Contractorpada,OR,762002,Male,SC,101435,83.76,O,30000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,27,Hinjilicut,OR,761102,Male,MC,61000,63.87,O,30000,07 Rural,RADEON,TVS RADEON BSVI DIGI DRUM DUAL TONE,RADEON,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,28,Ertal,OR,756124,Male,MC,108700,73.45,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,SAL,39,Mathikere,KA,560054,Male,SC,106325,87.43,R,30000,02 Megapolis (B),NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,23,Doorvaninagar,KA,560016,Female,SC,106700,86.1,O,50000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,64,Attibele,KA,562107,Male,MO,49000,74.58,O,35000,02 Megapolis (B),MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,SAL,22,Burari,DL,110084,Male,EB,123915,88.01,O,32000,05 Urban,TVS,TVS IQUBE UG,EBIKE,NO_PAST_LOANS,APPROVED
HSC,NREGI,49,Kum Merta,RJ,341510,Male,MC,109508,86.91,O,35000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,43,C4 Keshav Puram North West Delhi,DL,110035,Female,SC,96367,84.94,O,32000,01 Megapolis (A),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
PG,AGR,23,Sangaria Rs,RJ,335063,Male,MC,70291,94.84,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,DECLINED
OTHERS,SEP,23,G.G.Sujangarh,RJ,331507,Male,MC,71836,84.71,O,40000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
UG,AGR,36,Royalpet,AP,517414,Male,MO,69681,82.46,O,80000,07 Rural,MOPEDS,TVS XL 100 HD ITS SPL EDITION BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,59,Murukambattu,AP,517127,Male,EB,132890,88.59,O,50000,07 Rural,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,24,Sampangiramnagar,KA,560027,Male,MC,111753,82.41,R,29600,02 Megapolis (B),RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,34,Kanakapura Bazar,KA,562117,Male,SC,113087,89.96,O,35000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
PG,SEP,45,Bikaner,RJ,334001,Male,SC,91901,90.47,O,68000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,DECLINED
UG,SEP,40,Gudabalotan,RJ,307030,Male,SC,93805,86.51,O,45000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,30,Mathania,RJ,342305,Male,EB,57358,38.53,O,37986,06 Semi-Urban,TVS,TVS IQUBE UG,EBIKE,NO_PAST_LOANS,APPROVED
UG,SEP,23,Sriganganagar,RJ,335001,Female,SC,43583,46.71,O,25500,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,35,Kakapathar,AS,786152,Female,SC,112500,92.98,O,45000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,DECLINED
OTHERS,SAL,20,Chatra Chatra,JH,825401,Male,MO,63700,84.82,O,25800,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
SSC,NREGI,58,Rajdhanwarf,JH,825412,Female,MO,45075,83.1,O,32000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
PG,SEP,21,Dadri,UP,203207,Male,SC,81144,84.74,O,35000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,22,Palayamkottai,TN,608701,Male,SC,104046,89.7,O,35000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,36,Chakradharpur Bazar,JH,833102,Male,MC,85000,69.55,O,40000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
SSC,SEP,28,Mirzaganj,JH,815315,Female,SC,74662,71.08,O,31500,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,APPROVED
GRAD,SAL,18,Bebejia,AS,782142,Male,SC,110070,90.98,O,29500,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,DECLINED
GRAD,SEP,26,Barengapara,ML,794103,Male,SC,96489,79.75,O,59000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,43,Kanakapura Bazar,KA,562117,Male,MC,65376,52.11,O,38000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,21,Dakshinpuri Phasei,DL,110062,Male,MC,62112,80.87,O,25000,01 Megapolis (A),RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,42,Manawar,MP,454446,Male,MC,94539,60.46,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,28,Baina,GO,403802,Female,SC,106829,89.34,O,60000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,27,Ranchi Gpo,JH,834001,Male,SC,98300,84.91,O,50000,05 Urban,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,DECLINED
HSC,SEP,26,Utraula,UP,271604,Male,SC,77000,84.62,O,37000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,NO_PAST_LOANS,APPROVED
PG,SEP,32,Mathrusri Nagar,AP,500049,Male,MO,62640,73.69,R,35000,04 Metro,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,48,Dharmavaram,AP,515671,Male,MO,74370,88.43,O,28000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,AGR,27,Rallabudugur,AP,517423,Female,SC,105334,84.19,O,100000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,STU,19,Arsikere,KA,573103,Male,SC,108396,90.18,O,30000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,DECLINED
OTHERS,NREGI,43,Atmakur (Ku),AP,518422,Male,SC,102394,81.84,O,40000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,49,Sorab,KA,577447,Male,MC,80488,84.5,O,19000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
OTHERS,SEP,50,R.S.Gardens,AP,517507,Male,SC,103560,82.78,O,25000,05 Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,24,Mehidpur,MP,456443,Male,MC,105307,84.99,O,40000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,DECLINED
GRAD,SEP,47,Indore City 2,MP,452002,Male,MO,50885,69.16,O,35600,03 Large Metro,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,SEP,54,Nagpur Gpo,MH,440001,Female,MO,44623,59.09,O,30000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
SSC,NREGI,21,Hanegaon,MH,431741,Male,MC,101853,84.86,O,25000,05 Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
PG,SAL,21,Biloli,MH,431710,Female,SC,92001,93.37,O,25000,07 Rural,JUPITER,JUPITER BSVI BASIC,110 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,45,Hinganghat,MH,442301,Female,SC,75500,79.34,O,35000,07 Rural,JUPITER,JUPITER BSVI - SMW,110 CC,NO_PAST_LOANS,APPROVED
HSC,SAL,36,Murad Nagar Bazar,UP,201206,Male,MC,111423,72.8,O,36000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,25,Patna,CG,497331,Male,SC,97997,84.55,O,32500,07 Rural,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,26,Ranka Raj,JH,822125,Male,MC,134806,79.99,O,40500,07 Rural,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,NO_PAST_LOANS,APPROVED
HSC,NREGI,53,Bansi ,RJ,312401,Male,SC,86198,89.32,O,30000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
SSC,AGR,26,Tiptur,KA,572201,Male,MC,92219,72.05,O,65000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,AGR,22,Mau,MP,477222,Male,MC,68328,73.47,O,30000,07 Rural,CITY PLUS,STARCITY PLUS ES DT BSVI – DUAL TONE,STAR CITY PLUS,NO_PAST_LOANS,APPROVED
HSC,SEP,20,Shadora,MP,473330,Male,MC,57638,74.66,O,26000,06 Semi-Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,26,Vizianagaram,AP,535002,Female,SC,82883,82.31,O,30000,05 Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
HSC,SEP,22,Ayodhyaganj Bazar,BR,854101,Male,MC,111484,75.33,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
HSC,NREGI,51,Halagur,KA,571421,Male,MO,53587,79.8,O,35000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
PG,NREGI,39,Attibele,KA,562107,Male,EB,140935,87.27,O,30000,02 Megapolis (B),TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,25,Khesar,BR,813207,Male,MC,67494,58.67,O,35000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,SAL,33,Satyavaram,AP,531127,Male,EB,148998,89.8,O,29000,05 Urban,TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,40,Sivaganga,TN,630561,Female,SC,91236,91.36,O,35000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
GRAD,NREGI,27,I T I Naini,UP,211010,Male,MC,124886,84.45,O,22000,04 Metro,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,53,Baramati,MH,413102,Male,MO,46490,61.58,O,25000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,37,Daund,MH,413801,Male,MC,90359,75.28,O,32000,03 Large Metro,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,19,Panisagar,TR,799260,Male,SC,102310,89.58,O,22000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,24,Lateri,MP,464114,Male,MC,79371,84.02,O,40000,07 Rural,CITY PLUS,STARCITY PLUS ES DT BSVI – DUAL TONE,STAR CITY PLUS,NO_PAST_LOANS,APPROVED
SSC,SAL,20,Shamshabad ,MP,464111,Male,MC,101915,85.74,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,DECLINED
GRAD,SEP,29,Gondalpara,WB,712137,Male,SC,84000,65.42,O,25000,06 Semi-Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,NREGI,34,Birnagar,WB,741127,Female,SC,71446,61.06,O,27500,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,24,Paramathi,TN,637207,Female,SC,110322,86.19,R,25000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
HSC,NREGI,30,Narainpur Mirzapur,UP,231305,Male,MO,51000,69.96,O,28000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,21,Haridevpur,WB,700082,Male,SC,103331,86.29,O,24000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,41,Raichanditala,WB,712136,Male,SC,69850,61.75,O,45000,05 Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
